id	n_junction	type
37719fc2-811b-40e7-bc1c-3d76395d7e62	0	annotated
37719fc2-811b-40e7-bc1c-3d76395d7e62	0	annotated
0755e90e-88e3-43bf-83eb-089e3cfafed0	0	annotated
0755e90e-88e3-43bf-83eb-089e3cfafed0	0	annotated
8b6de599-bd2f-4067-be93-de21ad2946d7	0	annotated
8b6de599-bd2f-4067-be93-de21ad2946d7	0	annotated
e47a777c-8eb0-4cb9-b28b-a82332def9ef	0	annotated
e47a777c-8eb0-4cb9-b28b-a82332def9ef	0	annotated
798aca46-3211-49f7-9542-cc3c773ff9bf	0	annotated
74f447a2-6cd7-4e78-a575-698d6e479e3c	0	annotated
167c460a-393e-42a9-ac33-16a6e68d3150	0	annotated
167c460a-393e-42a9-ac33-16a6e68d3150	0	annotated
c728a948-52fa-496c-99eb-7a43e7b7f45d	0	annotated
1c3083b8-292d-4a28-bc49-9b1dea493e05	0	annotated
1c3083b8-292d-4a28-bc49-9b1dea493e05	0	annotated
a3259483-4c3a-4b34-b34e-66f8ad90273e	0	annotated
9a4ef836-39c4-4a00-9326-1ca384a2f49c	0	annotated
100a5f30-3370-4d0d-a68d-95782262693d	0	annotated
100a5f30-3370-4d0d-a68d-95782262693d	0	annotated
0398bead-9eb2-41ad-a2e6-14ebed50662e	0	annotated
d1686341-d059-4e13-8789-8b602ada6aac	0	annotated
d1686341-d059-4e13-8789-8b602ada6aac	0	annotated
b6e2fac1-7bba-4f1a-984a-2c7d1fcc57d9	0	annotated
b6e2fac1-7bba-4f1a-984a-2c7d1fcc57d9	0	annotated
1f23d3d5-f9eb-44e8-9db5-d09b6866b4cf	0	annotated
1f23d3d5-f9eb-44e8-9db5-d09b6866b4cf	0	annotated
2dce2337-0206-44cc-bb6e-c667e08f4d3f	0	annotated
2dce2337-0206-44cc-bb6e-c667e08f4d3f	0	annotated
a94ec439-769f-45c6-aa77-c7cefc81f823	0	annotated
bd7085d0-3283-4693-80c2-6b218bdf913d	0	annotated
bd7085d0-3283-4693-80c2-6b218bdf913d	0	annotated
ba64b9a9-a512-4113-ae20-94b3f134173f	0	annotated
ee64b789-5ed1-4975-8386-6eda8cd78a5d	0	NA
939b0b7b-0c58-4a9e-b8d2-f1d6985424b1	0	NA
da830286-cf3f-4014-941e-55cb7164b7d9	1	annotated
da830286-cf3f-4014-941e-55cb7164b7d9	1	annotated
5e6cc3e6-8db3-4f31-a1b8-cb602a9906dc	1	annotated
5e6cc3e6-8db3-4f31-a1b8-cb602a9906dc	1	annotated
ef876cde-d5a9-4fbc-b496-aaa88186dde9	0	annotated
9e9c15c1-7950-4ff6-866f-2ab98d704696	0	annotated
9e9c15c1-7950-4ff6-866f-2ab98d704696	0	annotated
b94c246f-928b-4fa3-b00b-cd855d09d56c	0	annotated
b94c246f-928b-4fa3-b00b-cd855d09d56c	0	annotated
5bd8ecc7-936b-4f34-ad40-e8c3a9f10597	0	annotated
5bd8ecc7-936b-4f34-ad40-e8c3a9f10597	0	annotated
23678691-1a6f-4f06-ad72-b4fbc4240b5e	0	annotated
2572fa06-7ff2-4f50-8496-63bd8a995f06	0	NA
b88c88a0-2f3a-4a21-a3d6-79c5c97d0a80	0	NA
0ab2b988-ca8a-42b6-9777-7c07b3aa7812	0	NA
82d15f3d-1025-47c1-8a5e-6298317c5566	0	annotated
65ca21da-f6ce-4b28-9c2a-bc618c52f3f2	0	annotated
65ca21da-f6ce-4b28-9c2a-bc618c52f3f2	0	annotated
82d15f3d-1025-47c1-8a5e-6298317c5566	0	annotated
13369abb-a284-4d38-a161-fc9cf45b3550	0	NA
5aeb9253-d8e5-4e5e-9781-68411caff314	0	NA
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
18b2f586-ec04-46d0-93a8-9cf3491bd154	0	annotated
36c2cfc6-4e39-4336-8b8c-228706046b1f	0	NA
4f556b82-ae6a-4ced-9271-84f51588ac3a	0	NA
3fc57182-d825-4a84-a93f-009c45b66beb	0	annotated
67ae916b-a44f-4485-ab11-7917b9c1ef10	0	NA
964e1279-fa4a-4e55-9a47-2c758c34fd84	2	annotated
1b012765-f55b-4d0b-afce-a7a894ee2792	0	NA
9933bfd0-6a90-446c-802a-6b8bf1c5f5a3	0	annotated
a510c008-996c-40bf-9ba7-a887420e0579	0	NA
23b7857b-ad61-4091-a653-df8c3b3ee8d5	0	NA
374e3d53-8ac3-46c1-9e4c-23c7b98de407	0	NA
666123c8-62c5-4aba-9812-b6ad75692801	0	annotated
728f5ca9-32a6-453b-a887-5f2c9fb0c157	0	NA
31cdc05f-9d37-445e-960e-f5f5c5defafa	0	NA
8d41b394-bd3c-494e-b6b6-db84d5f1fa8f	0	annotated
9cecffae-b917-45da-ab7e-db360ff8da00	0	annotated
2b0f1d32-faac-4b9a-8455-bf3c1dd6a7b4	3	NA
dbe97266-98a8-4a2b-a847-6c48afad21fa	0	annotated
c645e51d-38d5-481e-9f3b-15b93e51bb63	0	annotated
be5829d3-23ee-4f23-b407-722d536846d1	0	NA
53b74397-bb61-4d08-a5c9-4c3a46f93914	0	annotated
006a622c-43dd-4bb3-9d14-07f98cd7f567	0	NA
e6e21dce-e5d5-423f-b530-b3f14b9c4404	0	annotated
e6e21dce-e5d5-423f-b530-b3f14b9c4404	0	annotated
b1a5c136-a751-4582-a19f-16655382bf53	0	NA
74b510c2-47a4-4135-bbf6-5bd13a65833f	0	NA
d7e922ac-8d25-4d85-b4d8-4efe3ecbda74	0	NA
d7e922ac-8d25-4d85-b4d8-4efe3ecbda74	0	NA
e093b9d6-ff07-4094-9198-898803e81ee2	0	NA
8360cffe-5417-4aa3-a068-01ba83c65b51	0	NA
8360cffe-5417-4aa3-a068-01ba83c65b51	0	NA
9e17ad95-2694-4abe-a06b-57bf1a2c58cd	0	annotated
ac4b8358-d45e-48cd-89cd-b6a7aff1a803	0	annotated
3e328ae2-bbba-429b-9315-5ee846c6c9bd	0	annotated
b3d65a75-abce-451a-9471-dbe2f2456350	0	annotated
7b6b816d-df03-4335-8b8f-e24844040b43	0	NA
6efaa95d-0fa8-4aed-b1b9-af6e8360152e	0	NA
06eede2a-ba10-4105-8cc9-1e55380f5b24	0	NA
58ce2153-51b3-4f5e-874b-dccbf5b8313f	0	NA
58ce2153-51b3-4f5e-874b-dccbf5b8313f	0	NA
65a530f3-5a64-4b32-a6a9-bf15ec36f1f4	0	NA
7896614e-6623-420e-a13e-c6e9805dddd6	0	NA
0b2000bf-d228-4b89-ae45-6a454564b6fb	0	NA
0ebecfe3-a3f7-4e9b-8b0b-a7b5469479ee	0	NA
0b2000bf-d228-4b89-ae45-6a454564b6fb	0	NA
7253775b-c19f-45cf-9983-ca3d44c193ee	1	NA
40ba6b08-802f-4e61-b3da-8950ef907343	0	NA
3cd05d9c-f62d-41a0-949e-269193299975	1	NA
3cd05d9c-f62d-41a0-949e-269193299975	1	NA
dc2d95b9-87fe-4b03-9d18-e35e82ce1df0	0	annotated
281d517f-2726-412d-8dfb-2551ca08f190	1	NA
409a0048-549e-4094-9d62-856678e09788	0	annotated
0762ccef-44bb-4d71-9ea9-683e6b4db62d	0	NA
4aed2d79-5dcb-4da3-b8c7-a8973c406bdc	0	annotated
c4157157-d0d2-45a9-9cb3-05ebdcf70482	0	NA
b2f0aa0d-bae3-4dce-b781-8a1e61ff6e48	0	NA
30660f4e-858d-4adc-9bac-17ac421f3486	0	annotated
df5696df-2b24-40c4-9a5f-99d4bd34d56f	0	annotated
3843061c-1ef9-4c55-969c-1c80e0661864	0	annotated
3843061c-1ef9-4c55-969c-1c80e0661864	0	annotated
3843061c-1ef9-4c55-969c-1c80e0661864	1	annotated
3843061c-1ef9-4c55-969c-1c80e0661864	1	annotated
69aab09f-b08b-43c9-8b77-fe6778d16c0a	0	annotated
5f6851ef-8ac4-49d9-ba5c-230f83775b8e	0	NA
36b8ead6-1d82-422c-af24-a007137f5c1c	0	annotated
8554e564-f2ad-4794-ab1e-3b33b982c17d	0	annotated
e8385ae9-a754-4319-af62-1dba164e4649	0	NA
df0f001c-1848-4f68-bd23-5e4d80b28165	0	annotated
a01b10de-4990-4db5-872c-e90cfbe61314	0	annotated
ffa776f6-41e5-4bfe-9920-b7cdbe304d45	0	annotated
513e40d2-c354-4629-ae3b-059c17f2c133	0	NA
d4002f1c-bf4a-4a1c-ab89-37e5cdb22f91	0	NA
047e44ee-4669-421b-ab1f-b404b1f6ce48	0	annotated
1104497c-1749-4264-a8e5-fbaf0c7351b0	2	NA
624b9443-fada-4b0a-aded-55b85eaaedb7	0	annotated
55aa8e5f-721c-47a6-8244-f3ac5721b8af	1	annotated
6c166c1b-ecec-4396-bbb5-4c8f4cf5d53a	0	annotated
3830a48d-2790-4e93-bf85-3e42ccfcb1a3	0	annotated
fdf8a938-f67e-48b7-9fbd-3c577f10e0d4	1	annotated
f0e0caf6-5de0-4acb-830a-ce24bead04bf	0	annotated
f0e0caf6-5de0-4acb-830a-ce24bead04bf	0	annotated
c096cc33-dd8d-43b4-b443-a4c62e9ea01b	0	annotated
4d403a7a-e607-44cb-be14-cee63e3c13b6	0	NA
bf1a2651-2b69-4e27-aed7-f96ed5dd8234	0	annotated
381c2b31-3e78-4a46-a8bb-5b8e535c3ad0	0	NA
b9691512-de95-45ff-b681-32176ac78ea3	0	NA
7cfe8053-b172-4e2a-a522-4a5201c0edc3	0	annotated
9a83bec9-2f26-4594-8ae9-e78c1e49d816	1	NA
5ac43cce-b9ad-4db4-9f5b-a27c06c30f77	0	annotated
ecaf5d39-cac5-4fb4-a493-9f74cfff760e	0	NA
494edeac-90ec-4c36-aaa0-4e00bbf763b2	0	NA
1f22f5d7-42a1-41bd-a802-892ef1a2c8b5	0	annotated
432e34f5-6b27-4b2e-8049-cc9ae40070b0	0	annotated
d9ca6f1b-e4d4-4630-a183-5a90a198a15c	0	annotated
69c33077-e6d7-4273-b7c0-79034351b72c	1	annotated
1eb21ff2-a246-47ba-b900-1c1f10e10799	0	NA
361ae1f7-38c3-4fb8-8d18-6615c26fa578	0	NA
361ae1f7-38c3-4fb8-8d18-6615c26fa578	1	NA
56ce1560-78a0-4533-b7c7-5b312bd31df7	1	annotated
537d5b45-f92f-486d-8652-0e2f55c329dc	0	annotated
830478f4-75cb-4f20-aabd-289f767194a0	1	annotated
54512166-3c76-4eeb-8370-a02dbda992fa	0	annotated
75116d28-5dfb-4113-aa70-ab766b115075	0	annotated
88728832-bbcc-4bdf-8b19-e4a0f1c6e77f	0	annotated
813c7f31-a25f-4eda-b063-95779b1c3379	2	NA
813c7f31-a25f-4eda-b063-95779b1c3379	0	NA
e35cc0e5-b7aa-4062-b616-cb0fb1e84511	0	annotated
1b042bc4-7992-4b11-ac4e-228c65d70e1c	0	annotated
a793b41c-66b1-4ebc-a347-2f92fc17b76b	0	NA
176474e2-acc5-4d52-af62-bb9492c1e371	0	NA
ac877444-de13-4f69-83e8-a32f75931a0f	0	NA
e9ded3e4-4a95-4601-9649-59ec9a4a27ac	0	NA
b916be10-00c3-4d3e-99aa-f708c3c393eb	0	annotated
36295893-796d-4b39-95c0-55b90771759b	0	NA
50e3383a-4411-4bbf-92ae-d7a367c7cdff	0	annotated
23c78dcb-52a7-470e-b247-450c4a726f78	0	annotated
c1a74d5b-cfb4-4b23-a919-39d67d6adeeb	0	annotated
b526271b-5db8-4031-ab03-308b8fbbd482	0	NA
ec860a2e-54d4-4111-ba45-0a96bdcd5b22	1	annotated
f299c95d-bd86-4323-810c-24ae00ae9b9b	0	annotated
6d9361ed-b1f8-43c4-bfda-817f67609140	0	NA
d1fbdba3-a148-4ca8-a922-88255c59416c	0	annotated
d1fbdba3-a148-4ca8-a922-88255c59416c	0	annotated
d1fbdba3-a148-4ca8-a922-88255c59416c	1	annotated
d1fbdba3-a148-4ca8-a922-88255c59416c	1	annotated
d1fbdba3-a148-4ca8-a922-88255c59416c	0	annotated
d1fbdba3-a148-4ca8-a922-88255c59416c	0	annotated
1cc1ea53-7dce-4964-b0f0-996e915e9108	0	NA
c09d277c-4e24-4c97-843a-b3e4fd69a2df	0	annotated
c09d277c-4e24-4c97-843a-b3e4fd69a2df	0	annotated
c94ecb17-86d3-4c78-93c8-5103036a360c	12	annotated
9b2baae3-ce5e-424d-bd10-5e9d41e54304	0	NA
7ddbc8e6-81df-4d9d-b0d5-e161bc277d7c	0	NA
5436072f-1389-4c08-bced-d216dc4f57bc	1	NA
ffa9b214-7ec9-4531-a542-ad7ffccd6232	0	annotated
9d0d0a0b-9a10-487a-a42b-1a89b3f45b98	0	annotated
1c1c9c0d-3761-4efb-a9a7-2f3b52e9d90b	0	annotated
e7af88cf-47a9-40f0-ab9d-35f1db4301f9	2	annotated
ffa9d61c-53ab-4025-8b32-2d8630c6b132	0	annotated
fc3ca568-4219-4578-959b-cb88221aebea	2	NA
8becb235-c0a1-450f-8062-2761101fa547	0	annotated
c457f8b5-2613-4505-a2ad-555fea2f7fe3	4	annotated
d52a0868-84de-4d3f-be60-d0eee0b3c5b9	0	NA
8daffcd2-0e71-44b3-9843-56e1471fea85	0	annotated
f4e6766a-4b5d-4a06-9734-bda1aa5e4817	0	annotated
1e77b00c-dd8b-4411-a27f-d74c784dad61	0	annotated
8e74ebf1-f5e6-4ea6-a873-9644a2ac885c	1	NA
3816b0a7-59d4-439c-b414-c0d1b665b6ca	0	NA
6f201291-be63-4a5d-937a-7a97be482fa5	0	NA
d62a97ec-1d4f-487b-85b8-bcbfc0b5c4c5	0	NA
1f5dc2dd-1eb9-4bef-b868-77f3ae944628	0	NA
95f38d1e-c41a-4894-8139-c7433f7990db	0	NA
02a97359-1883-440f-b5bb-bc454deb475d	0	NA
f80beb99-dea9-49f4-8899-0d444e048600	0	NA
c5b0cb31-d015-45bc-90ba-c5000ac28df8	0	NA
fe6fe778-8001-4a93-9ab3-3cf25614f87d	0	NA
468d6505-8c87-43ab-abfa-72f9d3a15abe	2	NA
571a04ce-0241-4869-bbe7-5a84a4ae4f90	0	annotated
1a61e5a5-f2d6-4bb2-a7f1-802576f7f054	0	NA
4cce80f7-9916-458e-a311-fa392b21f1cc	1	annotated
4e242d4b-d0b0-431c-8ae2-20347d149ed5	0	annotated
77e7b3bf-475b-4c4a-8c15-eadceceb6008	0	NA
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
680ae47f-648e-49fa-9c3a-7bbac32a67d5	0	NA
7b7ae230-b458-476a-a414-23ce3a730f09	0	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	0	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	1	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	1	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	1	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	0	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	0	annotated
7b7ae230-b458-476a-a414-23ce3a730f09	0	annotated
680ae47f-648e-49fa-9c3a-7bbac32a67d5	0	NA
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
17c82161-9809-4bdc-8d2d-b308f9446bc7	0	annotated
e0a1dd44-244f-40b3-ac65-0452a506fc34	0	NA
b38d5d08-c9dd-44f3-972d-7900321ec711	1	annotated
44908737-703c-4cfb-bec3-baca2d157c74	0	NA
f15d2eea-d875-45ed-bd93-32f23cb35f9e	0	NA
a7f34861-d7cd-43ac-982d-2b780c828aa6	0	NA
6d4e6dc8-14f4-41c1-9266-f4448935bef5	0	NA
2ba75c49-425f-4cba-9b09-d7028906c1b7	0	annotated
129488ff-5076-4cf8-abbf-cab97914846a	0	annotated
0d489209-046f-4d88-a7c1-069f2056e5ab	0	annotated
0d489209-046f-4d88-a7c1-069f2056e5ab	0	annotated
5b2d51c9-ece8-4e45-98e5-ed953fa848f6	0	annotated
c46bf2b4-5386-45e7-a692-a5b404e14375	0	annotated
c0738a6e-fae7-4b27-ba87-001489bbcf37	0	annotated
3d624560-803a-4483-9f05-d1b6d33af097	0	annotated
2b7958fa-b595-462a-8419-95f86da2bcc4	0	NA
eec1eacb-2fb2-42c6-9cd5-97e224d32b64	0	annotated
a47a6f72-b6dd-4c35-8c90-f6b3e1e7d89b	0	NA
5f0a6808-27d4-4bb9-9545-5abf8b3dc85f	1	annotated
d94e702f-c0d2-4764-a8b7-f7d75f105bdb	1	annotated
6ea2601e-c99f-45e9-b89e-cd689fa70b83	0	NA
d9c6618f-dcd0-4a32-a5df-eb7ef107c678	0	annotated
077821a6-ecc7-4886-850f-3e4247a4dcb7	0	NA
db185f53-5875-4c55-8858-56016619dd18	0	NA
2378d6b7-bb82-4366-a687-532be50a6244	1	NA
2378d6b7-bb82-4366-a687-532be50a6244	0	NA
133cfdc6-07e8-457f-9f70-20610348cf8d	0	NA
fcc46910-418a-430e-b64e-0ad9033c45b8	0	annotated
5b22b5c2-10c7-4e3b-943d-a5663fdd8333	1	NA
52aacb43-3507-4656-8986-0f318cb161c8	0	NA
bdb563ea-822a-48a1-a626-8722a53719ca	0	NA
17ced54e-f0aa-4d0d-bed4-9bd983761f6e	0	NA
a7c66979-20c8-4626-938c-9814c7f08f02	0	annotated
8eaced64-0f4d-43f2-b75c-376765a8b1ff	0	annotated
38a1f628-3638-402a-9d64-9d704d89504d	1	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
d399a71f-53bb-47c3-a039-f606edecba04	0	NA
3b4324f2-88a6-4dea-a2e5-cbb44a7df6e6	0	NA
2252e4ba-7393-400a-9357-812c4a281a03	0	annotated
2252e4ba-7393-400a-9357-812c4a281a03	0	annotated
2252e4ba-7393-400a-9357-812c4a281a03	0	annotated
2252e4ba-7393-400a-9357-812c4a281a03	0	annotated
2252e4ba-7393-400a-9357-812c4a281a03	0	annotated
2252e4ba-7393-400a-9357-812c4a281a03	0	annotated
2c3ce619-669a-447c-a892-a82670b00e17	0	annotated
2c3ce619-669a-447c-a892-a82670b00e17	0	annotated
2c3ce619-669a-447c-a892-a82670b00e17	0	annotated
2c3ce619-669a-447c-a892-a82670b00e17	0	annotated
056383a1-34dc-4bcd-986c-5563da90ab05	0	NA
619c5732-7efd-47e7-9119-a7100032defa	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	0	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	0	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	0	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	0	annotated
c5115398-618e-456f-96aa-afd326ef1fc8	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	0	annotated
619c5732-7efd-47e7-9119-a7100032defa	0	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	1	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	1	annotated
f756b09a-d7f8-475d-a462-7d9b6ec62a3e	1	annotated
38a1f628-3638-402a-9d64-9d704d89504d	0	annotated
27674cc8-bf55-4f67-a903-1222da44e4ec	0	annotated
a7c50a29-053d-4a1c-93ae-7bb305e8e9aa	0	annotated
a7c50a29-053d-4a1c-93ae-7bb305e8e9aa	0	annotated
34d4d0b7-eaad-4108-8dc5-0f8a3352d3e2	0	NA
37c35eea-76a5-4120-bcaf-815e27186af8	0	NA
5868fae9-012d-47d7-977c-c7508614071f	0	NA
d460d971-7552-40a1-9ba1-8da2d08ff22d	0	NA
b57105ed-9b21-4922-a245-817c125c0f8e	0	NA
b2af8e61-5384-4797-a846-0e300e6b1e53	1	NA
87eaf129-52e1-4f23-8c0b-e467f5154af3	0	NA
ed6f84da-0d99-495c-8418-2dda3ca14698	0	annotated
9c03c8fe-693d-40d5-b5ff-c0a423547951	0	annotated
8e02e660-76e8-445a-8648-51fa264c2031	0	NA
275cc9b3-562a-48e5-bbc0-f1e55b9752d1	0	NA
9b6d5ee3-c2ff-4ba5-9112-920899b1981e	0	NA
e7f8a218-77a9-44c6-8e24-8258795728eb	1	NA
f0d580a4-e512-45fa-83df-949742285e37	1	NA
f8893dfd-170f-4c04-b907-30043cdbc47d	0	NA
9a4ef7f8-54d2-42ff-a51e-f11bc4974cfa	0	NA
db82f4d5-a460-4945-a1bd-5989b4e24baa	0	NA
4fb46dec-4035-4818-b03a-49f0637ff40e	1	NA
f4f999bf-fe94-435e-ac19-f7b598287593	1	annotated
